system,protocol,fold,k,alpha,MAE_data,MAE_users,RMSE,RMSE_users,CR
FUS,A_warm,3,28,0.9,0.7454,0.7562,0.9561,0.9323,0.9914
FUS,A_warm,3,30,0.9,0.745,0.7557,0.9553,0.9313,0.9919
FUS,A_warm,3,32,0.9,0.7439,0.7559,0.9534,0.9309,0.9922
FUS,A_warm,3,34,0.9,0.742,0.7537,0.951,0.9282,0.9924
FUS,A_warm,3,36,0.9,0.7403,0.751,0.9488,0.9246,0.9926
FUS,A_warm,3,38,0.9,0.7395,0.7498,0.9464,0.9224,0.9928
FUS,A_warm,3,40,0.9,0.7387,0.7493,0.9446,0.921,0.9929
FUS,A_warm,3,42,0.9,0.738,0.7485,0.9433,0.9194,0.9929
FUS,A_warm,3,44,0.9,0.737,0.7478,0.9418,0.9184,0.9931
FUS,A_warm,3,46,0.9,0.7355,0.7458,0.9401,0.9161,0.9932
FUS,A_warm,3,48,0.9,0.7349,0.7452,0.9396,0.9154,0.9932
FUS,A_warm,3,50,0.9,0.7343,0.745,0.9388,0.9147,0.9935
FUS,A_warm,4,1,0.0,0.8737,0.9016,1.151,1.1108,0.5975
FUS,A_warm,4,2,0.0,0.8483,0.8717,1.1149,1.0881,0.7842
FUS,A_warm,4,4,0.0,0.8135,0.8289,1.0549,1.0308,0.9104
FUS,A_warm,4,6,0.0,0.7876,0.7985,1.0216,0.9973,0.9489
FUS,A_warm,4,8,0.0,0.7739,0.7879,1.002,0.9834,0.967
FUS,A_warm,4,10,0.0,0.7679,0.7828,0.9941,0.9768,0.9777
FUS,A_warm,4,12,0.0,0.7578,0.7712,0.9803,0.9599,0.9824
FUS,A_warm,4,14,0.0,0.7533,0.7664,0.9726,0.9508,0.9867
FUS,A_warm,4,16,0.0,0.7485,0.7618,0.9664,0.9444,0.9907
FUS,A_warm,4,18,0.0,0.7436,0.7569,0.9606,0.9384,0.9922
FUS,A_warm,4,20,0.0,0.7416,0.7541,0.9572,0.9355,0.9935
FUS,A_warm,4,22,0.0,0.74,0.7528,0.9553,0.934,0.9943
FUS,A_warm,4,24,0.0,0.7387,0.7519,0.9514,0.931,0.9953
FUS,A_warm,4,26,0.0,0.7368,0.7506,0.9482,0.9288,0.9965
FUS,A_warm,4,28,0.0,0.7343,0.7481,0.9442,0.9248,0.9967
FUS,A_warm,4,30,0.0,0.7335,0.7472,0.9432,0.9233,0.9974
FUS,A_warm,4,32,0.0,0.7319,0.7461,0.9407,0.9215,0.9977
FUS,A_warm,4,34,0.0,0.7313,0.7441,0.9393,0.9189,0.9977
FUS,A_warm,4,36,0.0,0.7297,0.7431,0.9377,0.9173,0.998
FUS,A_warm,4,38,0.0,0.7286,0.7415,0.9361,0.9155,0.9984
FUS,A_warm,4,40,0.0,0.7289,0.7417,0.9362,0.9155,0.9985
FUS,A_warm,4,42,0.0,0.7276,0.7404,0.9346,0.914,0.9987
FUS,A_warm,4,44,0.0,0.7269,0.7396,0.9338,0.9131,0.9987
FUS,A_warm,4,46,0.0,0.7267,0.739,0.9331,0.9121,0.9989
FUS,A_warm,4,48,0.0,0.7268,0.7392,0.9329,0.9122,0.9989
FUS,A_warm,4,50,0.0,0.7264,0.7387,0.932,0.9111,0.9989
FUS,A_warm,4,1,0.7,0.8716,0.892,1.1415,1.0897,0.5701
FUS,A_warm,4,2,0.7,0.8495,0.8686,1.1054,1.0756,0.7629
FUS,A_warm,4,4,0.7,0.8146,0.827,1.0594,1.0282,0.8941
FUS,A_warm,4,6,0.7,0.7947,0.8053,1.0316,1.0044,0.9399
FUS,A_warm,4,8,0.7,0.7814,0.7937,1.0124,0.9896,0.9598
FUS,A_warm,4,10,0.7,0.7747,0.7867,1.0023,0.9786,0.9707
FUS,A_warm,4,12,0.7,0.767,0.7804,0.991,0.9688,0.9767
FUS,A_warm,4,14,0.7,0.7597,0.7746,0.9819,0.9617,0.9817
FUS,A_warm,4,16,0.7,0.7566,0.7706,0.9771,0.9554,0.9849
FUS,A_warm,4,18,0.7,0.7528,0.7666,0.972,0.9498,0.9873
FUS,A_warm,4,20,0.7,0.749,0.7629,0.967,0.9451,0.9883
FUS,A_warm,4,22,0.7,0.7472,0.7618,0.9629,0.9417,0.9897
FUS,A_warm,4,24,0.7,0.7449,0.7607,0.9594,0.9393,0.9909
FUS,A_warm,4,26,0.7,0.7434,0.7588,0.9567,0.9365,0.9916
FUS,A_warm,4,28,0.7,0.7412,0.7552,0.9533,0.9321,0.9922
FUS,A_warm,4,30,0.7,0.7397,0.7541,0.9505,0.9296,0.9924
FUS,A_warm,4,32,0.7,0.739,0.753,0.9498,0.9285,0.9929
FUS,A_warm,4,34,0.7,0.7377,0.7519,0.9476,0.9266,0.9936
FUS,A_warm,4,36,0.7,0.7373,0.7516,0.9471,0.926,0.994
FUS,A_warm,4,38,0.7,0.7365,0.7509,0.9462,0.9251,0.9943
FUS,A_warm,4,40,0.7,0.7355,0.7496,0.9457,0.9242,0.9947
FUS,A_warm,4,42,0.7,0.735,0.7495,0.9444,0.9232,0.9951
FUS,A_warm,4,44,0.7,0.7348,0.7492,0.9436,0.9225,0.9952
FUS,A_warm,4,46,0.7,0.7345,0.7493,0.9429,0.9223,0.9956
FUS,A_warm,4,48,0.7,0.7336,0.748,0.9417,0.9211,0.9956
FUS,A_warm,4,50,0.7,0.7333,0.7479,0.9407,0.9201,0.9956
FUS,A_warm,4,1,0.8,0.8913,0.9173,1.1643,1.1207,0.5698
FUS,A_warm,4,2,0.8,0.8668,0.8813,1.1256,1.0922,0.7594
FUS,A_warm,4,4,0.8,0.8228,0.8377,1.0654,1.0405,0.888
FUS,A_warm,4,6,0.8,0.7989,0.8118,1.0323,1.0087,0.9355
FUS,A_warm,4,8,0.8,0.7812,0.7968,1.0093,0.9902,0.9581
FUS,A_warm,4,10,0.8,0.7717,0.7885,0.9973,0.9798,0.9678
FUS,A_warm,4,12,0.8,0.765,0.7807,0.9881,0.9698,0.9739
FUS,A_warm,4,14,0.8,0.7606,0.7765,0.9819,0.9648,0.9795
FUS,A_warm,4,16,0.8,0.7573,0.7732,0.9761,0.9587,0.9834
FUS,A_warm,4,18,0.8,0.7527,0.7679,0.9712,0.9535,0.9859
FUS,A_warm,4,20,0.8,0.7505,0.7665,0.9682,0.9509,0.9872
FUS,A_warm,4,22,0.8,0.7476,0.764,0.9643,0.9468,0.9894
FUS,A_warm,4,24,0.8,0.7456,0.7619,0.9603,0.9428,0.9906
FUS,A_warm,4,26,0.8,0.7445,0.7601,0.9584,0.9404,0.9914
FUS,A_warm,4,28,0.8,0.7423,0.7578,0.9551,0.9368,0.9917
FUS,A_warm,4,30,0.8,0.7413,0.7578,0.9538,0.9363,0.9922
FUS,A_warm,4,32,0.8,0.7398,0.7552,0.9513,0.9333,0.9928
FUS,A_warm,4,34,0.8,0.7389,0.7548,0.9505,0.932,0.9932
FUS,A_warm,4,36,0.8,0.7384,0.754,0.9492,0.9304,0.9933
FUS,A_warm,4,38,0.8,0.7377,0.7536,0.9482,0.9295,0.9935
FUS,A_warm,4,40,0.8,0.7377,0.7537,0.9482,0.9298,0.994
FUS,A_warm,4,42,0.8,0.7363,0.7523,0.9463,0.9283,0.9941
FUS,A_warm,4,44,0.8,0.7351,0.7513,0.9448,0.9268,0.9941
FUS,A_warm,4,46,0.8,0.735,0.7511,0.9447,0.9269,0.9942
FUS,A_warm,4,48,0.8,0.7345,0.7506,0.9433,0.9254,0.9942
FUS,A_warm,4,50,0.8,0.7337,0.7495,0.942,0.9238,0.9942
FUS,A_warm,4,1,0.9,0.8954,0.9268,1.1662,1.1295,0.5696
FUS,A_warm,4,2,0.9,0.8707,0.8972,1.1283,1.1095,0.757
FUS,A_warm,4,4,0.9,0.8245,0.8442,1.0707,1.0497,0.8873
FUS,A_warm,4,6,0.9,0.7998,0.8152,1.0349,1.0143,0.9344
FUS,A_warm,4,8,0.9,0.7841,0.8017,1.0134,0.9969,0.9558
FUS,A_warm,4,10,0.9,0.7766,0.7956,1.0029,0.9869,0.965
FUS,A_warm,4,12,0.9,0.7692,0.7868,0.9925,0.9762,0.9719
FUS,A_warm,4,14,0.9,0.7621,0.7812,0.9838,0.9698,0.9776
FUS,A_warm,4,16,0.9,0.759,0.7774,0.98,0.9643,0.9812
FUS,A_warm,4,18,0.9,0.7542,0.7712,0.9735,0.9566,0.9835
FUS,A_warm,4,20,0.9,0.7523,0.7692,0.971,0.9543,0.9856
FUS,A_warm,4,22,0.9,0.7508,0.7686,0.9688,0.9526,0.9872
FUS,A_warm,4,24,0.9,0.7473,0.7651,0.9635,0.9476,0.9885
FUS,A_warm,4,26,0.9,0.7449,0.7629,0.9604,0.9446,0.9888
FUS,A_warm,4,28,0.9,0.7445,0.7623,0.9593,0.9431,0.9896
FUS,A_warm,4,30,0.9,0.7426,0.7611,0.9566,0.9414,0.9899
FUS,A_warm,4,32,0.9,0.7426,0.7604,0.9555,0.9392,0.9903
FUS,A_warm,4,34,0.9,0.7429,0.7607,0.9559,0.939,0.9908
FUS,A_warm,4,36,0.9,0.7424,0.7599,0.9552,0.9378,0.9913
FUS,A_warm,4,38,0.9,0.7411,0.7592,0.9534,0.9368,0.9918
FUS,A_warm,4,40,0.9,0.7405,0.7584,0.9529,0.9361,0.9921
FUS,A_warm,4,42,0.9,0.7396,0.7578,0.9516,0.9352,0.9922
FUS,A_warm,4,44,0.9,0.7391,0.7569,0.9504,0.9333,0.9926
FUS,A_warm,4,46,0.9,0.7381,0.7556,0.9486,0.9314,0.9926
FUS,A_warm,4,48,0.9,0.7376,0.7541,0.9476,0.9296,0.9926
FUS,A_warm,4,50,0.9,0.7372,0.754,0.9467,0.929,0.9926
FUS,A_warm,5,1,0.0,0.9011,0.9234,1.1737,1.1327,0.6075
FUS,A_warm,5,2,0.0,0.8631,0.8839,1.1251,1.1018,0.7928
FUS,A_warm,5,4,0.0,0.8221,0.8338,1.062,1.033,0.9139
FUS,A_warm,5,6,0.0,0.7997,0.8112,1.0334,1.0039,0.9544
FUS,A_warm,5,8,0.0,0.7839,0.7917,1.0167,0.9842,0.9712
FUS,A_warm,5,10,0.0,0.7734,0.7798,1.002,0.9678,0.98
FUS,A_warm,5,12,0.0,0.7665,0.7726,0.9911,0.9584,0.986
FUS,A_warm,5,14,0.0,0.7581,0.7646,0.9796,0.9482,0.9894
FUS,A_warm,5,16,0.0,0.7552,0.7624,0.9758,0.9453,0.9923
FUS,A_warm,5,18,0.0,0.7511,0.7583,0.9709,0.9403,0.9946
FUS,A_warm,5,20,0.0,0.7476,0.7549,0.9663,0.9361,0.995
FUS,A_warm,5,22,0.0,0.7445,0.752,0.9612,0.9313,0.9958
FUS,A_warm,5,24,0.0,0.744,0.7517,0.9588,0.9301,0.9963
FUS,A_warm,5,26,0.0,0.7422,0.7492,0.9561,0.9265,0.9971
FUS,A_warm,5,28,0.0,0.7404,0.7482,0.9528,0.9245,0.9977
FUS,A_warm,5,30,0.0,0.7397,0.747,0.952,0.9234,0.9981
FUS,A_warm,5,32,0.0,0.739,0.7467,0.9509,0.9228,0.9982
FUS,A_warm,5,34,0.0,0.7379,0.7458,0.9489,0.9202,0.9986
FUS,A_warm,5,36,0.0,0.7375,0.7466,0.9475,0.9197,0.9986
FUS,A_warm,5,38,0.0,0.737,0.7461,0.9467,0.9193,0.9987
FUS,A_warm,5,40,0.0,0.7366,0.7451,0.9456,0.9178,0.9987
FUS,A_warm,5,42,0.0,0.7356,0.7444,0.9437,0.9164,0.9991
FUS,A_warm,5,44,0.0,0.7347,0.7431,0.9422,0.915,0.9995
FUS,A_warm,5,46,0.0,0.734,0.7424,0.9415,0.9142,0.9996
FUS,A_warm,5,48,0.0,0.7337,0.7421,0.9411,0.9137,0.9996
FUS,A_warm,5,50,0.0,0.7338,0.7419,0.9404,0.9131,0.9999
FUS,A_warm,5,1,0.7,0.9048,0.9207,1.184,1.1316,0.581
FUS,A_warm,5,2,0.7,0.8658,0.8848,1.1255,1.096,0.7648
FUS,A_warm,5,4,0.7,0.8217,0.8301,1.064,1.0283,0.8971
FUS,A_warm,5,6,0.7,0.8067,0.8101,1.046,1.007,0.9432
FUS,A_warm,5,8,0.7,0.7915,0.7968,1.0247,0.9894,0.9636
FUS,A_warm,5,10,0.7,0.7813,0.7853,1.0097,0.9732,0.9749
FUS,A_warm,5,12,0.7,0.7706,0.7764,0.9927,0.9599,0.9809
FUS,A_warm,5,14,0.7,0.7644,0.7701,0.9867,0.954,0.9846
FUS,A_warm,5,16,0.7,0.7584,0.7653,0.9788,0.9476,0.9873
FUS,A_warm,5,18,0.7,0.7585,0.7647,0.9765,0.9452,0.9901
FUS,A_warm,5,20,0.7,0.7556,0.7619,0.9719,0.941,0.9924
FUS,A_warm,5,22,0.7,0.7537,0.7602,0.9684,0.938,0.9928
FUS,A_warm,5,24,0.7,0.7506,0.7565,0.9634,0.9327,0.9935
FUS,A_warm,5,26,0.7,0.7502,0.7558,0.962,0.9307,0.995
FUS,A_warm,5,28,0.7,0.7482,0.754,0.9605,0.9295,0.9953
FUS,A_warm,5,30,0.7,0.7472,0.7537,0.9595,0.9288,0.9955
FUS,A_warm,5,32,0.7,0.746,0.7522,0.9581,0.927,0.9961
FUS,A_warm,5,34,0.7,0.7451,0.7514,0.9563,0.9259,0.9965
FUS,A_warm,5,36,0.7,0.7449,0.7511,0.9555,0.9249,0.9965
FUS,A_warm,5,38,0.7,0.7442,0.7506,0.9543,0.9242,0.9965
FUS,A_warm,5,40,0.7,0.7445,0.7513,0.9545,0.9243,0.9967
FUS,A_warm,5,42,0.7,0.7441,0.7524,0.9541,0.926,0.997
FUS,A_warm,5,44,0.7,0.744,0.7522,0.9534,0.9253,0.997
FUS,A_warm,5,46,0.7,0.7441,0.7525,0.9531,0.9248,0.9974
FUS,A_warm,5,48,0.7,0.7437,0.7522,0.9523,0.9242,0.9975
FUS,A_warm,5,50,0.7,0.7429,0.7514,0.9507,0.9229,0.9975
FUS,A_warm,5,1,0.8,0.9072,0.9206,1.1813,1.1268,0.5871
FUS,A_warm,5,2,0.8,0.8648,0.8813,1.1233,1.0913,0.7663
FUS,A_warm,5,4,0.8,0.8273,0.8399,1.0699,1.0404,0.8987
FUS,A_warm,5,6,0.8,0.8113,0.8149,1.0496,1.013,0.9421
FUS,A_warm,5,8,0.8,0.7936,0.7961,1.0241,0.9899,0.9619
FUS,A_warm,5,10,0.8,0.7832,0.7863,1.0099,0.9748,0.9724
FUS,A_warm,5,12,0.8,0.776,0.7829,0.9995,0.9696,0.9799
FUS,A_warm,5,14,0.8,0.7697,0.7756,0.9902,0.9593,0.9843
FUS,A_warm,5,16,0.8,0.7657,0.7722,0.9849,0.954,0.9879
FUS,A_warm,5,18,0.8,0.7617,0.7691,0.978,0.9479,0.9899
FUS,A_warm,5,20,0.8,0.7601,0.7675,0.9758,0.946,0.9922
FUS,A_warm,5,22,0.8,0.7561,0.7636,0.9698,0.9402,0.9927
FUS,A_warm,5,24,0.8,0.754,0.7602,0.967,0.9354,0.9941
FUS,A_warm,5,26,0.8,0.7537,0.7598,0.9672,0.9348,0.9951
FUS,A_warm,5,28,0.8,0.7524,0.7585,0.9654,0.9335,0.9951
FUS,A_warm,5,30,0.8,0.7508,0.7564,0.9632,0.9312,0.9953
FUS,A_warm,5,32,0.8,0.7496,0.7551,0.9613,0.9295,0.9958
FUS,A_warm,5,34,0.8,0.7486,0.7543,0.9598,0.9282,0.996
FUS,A_warm,5,36,0.8,0.7481,0.7537,0.9586,0.9272,0.996
FUS,A_warm,5,38,0.8,0.7468,0.753,0.9567,0.9256,0.996
FUS,A_warm,5,40,0.8,0.7469,0.7542,0.9569,0.9276,0.9965
FUS,A_warm,5,42,0.8,0.7455,0.7525,0.955,0.9254,0.9965
FUS,A_warm,5,44,0.8,0.7453,0.7525,0.9539,0.9243,0.9965
FUS,A_warm,5,46,0.8,0.7458,0.753,0.9542,0.9246,0.9967
FUS,A_warm,5,48,0.8,0.745,0.7526,0.9531,0.9237,0.9969
FUS,A_warm,5,50,0.8,0.7445,0.7522,0.9524,0.923,0.9969
FUS,A_warm,5,1,0.9,0.9074,0.9143,1.1738,1.1118,0.585
FUS,A_warm,5,2,0.9,0.8625,0.8768,1.1164,1.0804,0.7678
FUS,A_warm,5,4,0.9,0.8332,0.8457,1.0732,1.0445,0.8976
FUS,A_warm,5,6,0.9,0.8145,0.8229,1.0493,1.0172,0.9394
FUS,A_warm,5,8,0.9,0.797,0.8039,1.0268,0.9958,0.9617
FUS,A_warm,5,10,0.9,0.7894,0.7968,1.0152,0.9834,0.9732
FUS,A_warm,5,12,0.9,0.7818,0.7924,1.0059,0.9782,0.9797
FUS,A_warm,5,14,0.9,0.7757,0.7861,0.9965,0.9682,0.9831
FUS,A_warm,5,16,0.9,0.7704,0.7805,0.9906,0.9611,0.9858
FUS,A_warm,5,18,0.9,0.7686,0.7786,0.9878,0.9579,0.9884
FUS,A_warm,5,20,0.9,0.7665,0.7752,0.9839,0.9527,0.9904
FUS,A_warm,5,22,0.9,0.763,0.7709,0.9781,0.946,0.9911
FUS,A_warm,5,24,0.9,0.7609,0.7681,0.9762,0.9434,0.9921
FUS,A_warm,5,26,0.9,0.7605,0.7679,0.9757,0.9436,0.9936
FUS,A_warm,5,28,0.9,0.7581,0.7647,0.9731,0.9406,0.9938
FUS,A_warm,5,30,0.9,0.757,0.7634,0.9706,0.9381,0.9943
FUS,A_warm,5,32,0.9,0.756,0.7628,0.9691,0.9365,0.9947
FUS,A_warm,5,34,0.9,0.7544,0.7628,0.9671,0.9368,0.9951
FUS,A_warm,5,36,0.9,0.7535,0.7621,0.9654,0.9354,0.9951
FUS,A_warm,5,38,0.9,0.7526,0.7615,0.9645,0.9343,0.9955
FUS,A_warm,5,40,0.9,0.7519,0.7598,0.9637,0.9326,0.9956
FUS,A_warm,5,42,0.9,0.7513,0.7593,0.9626,0.9319,0.9956
FUS,A_warm,5,44,0.9,0.7514,0.7591,0.9626,0.9314,0.9957
FUS,A_warm,5,46,0.9,0.751,0.7588,0.9618,0.9305,0.9963
FUS,A_warm,5,48,0.9,0.7502,0.7586,0.961,0.93,0.9963
FUS,A_warm,5,50,0.9,0.75,0.7584,0.9605,0.9297,0.9963
FUS,A_warm,6,1,0.0,0.8895,0.8908,1.1677,1.1025,0.6115
FUS,A_warm,6,2,0.0,0.8558,0.8557,1.1116,1.0644,0.7915
FUS,A_warm,6,4,0.0,0.816,0.812,1.0547,1.0085,0.9117
FUS,A_warm,6,6,0.0,0.8002,0.7938,1.0329,0.9857,0.9504
FUS,A_warm,6,8,0.0,0.7893,0.7837,1.0188,0.9724,0.9688
FUS,A_warm,6,10,0.0,0.776,0.7732,0.9999,0.9571,0.9773
FUS,A_warm,6,12,0.0,0.7692,0.767,0.9893,0.9485,0.9841
FUS,A_warm,6,14,0.0,0.7623,0.7607,0.9798,0.94,0.9885
FUS,A_warm,6,16,0.0,0.7575,0.7563,0.9741,0.9348,0.9913
FUS,A_warm,6,18,0.0,0.7545,0.7523,0.9703,0.9298,0.9935
FUS,A_warm,6,20,0.0,0.7506,0.7488,0.9653,0.9251,0.9946
FUS,A_warm,6,22,0.0,0.7478,0.7467,0.9608,0.9219,0.9955
FUS,A_warm,6,24,0.0,0.7456,0.7448,0.9572,0.9191,0.9962
FUS,A_warm,6,26,0.0,0.7443,0.7431,0.956,0.9169,0.9972
FUS,A_warm,6,28,0.0,0.7423,0.7412,0.9531,0.9146,0.9981
FUS,A_warm,6,30,0.0,0.7402,0.7386,0.95,0.9115,0.9981
FUS,A_warm,6,32,0.0,0.7401,0.7388,0.9488,0.9109,0.9984
FUS,A_warm,6,34,0.0,0.7392,0.7377,0.9469,0.909,0.9986
FUS,A_warm,6,36,0.0,0.7379,0.7364,0.9457,0.9079,0.9991
FUS,A_warm,6,38,0.0,0.7364,0.735,0.9435,0.9057,0.9992
FUS,A_warm,6,40,0.0,0.737,0.7355,0.9442,0.906,0.9994
FUS,A_warm,6,42,0.0,0.7368,0.7348,0.9435,0.9052,0.9994
FUS,A_warm,6,44,0.0,0.7371,0.735,0.9433,0.9052,0.9995
FUS,A_warm,6,46,0.0,0.7366,0.7345,0.9419,0.9043,0.9999
FUS,A_warm,6,48,0.0,0.736,0.7343,0.9409,0.9035,0.9999
FUS,A_warm,6,50,0.0,0.7356,0.7336,0.9403,0.9028,0.9999
FUS,A_warm,6,1,0.7,0.8987,0.8939,1.1769,1.1018,0.5853
FUS,A_warm,6,2,0.7,0.8663,0.861,1.1264,1.0686,0.7755
FUS,A_warm,6,4,0.7,0.8247,0.8265,1.0679,1.0259,0.8969
FUS,A_warm,6,6,0.7,0.8088,0.8095,1.0447,1.0025,0.9389
FUS,A_warm,6,8,0.7,0.7974,0.7982,1.0267,0.9872,0.9619
FUS,A_warm,6,10,0.7,0.7874,0.7874,1.0125,0.9716,0.9733
FUS,A_warm,6,12,0.7,0.778,0.7773,0.9978,0.9577,0.9799
FUS,A_warm,6,14,0.7,0.7711,0.7711,0.9902,0.9513,0.9838
FUS,A_warm,6,16,0.7,0.7642,0.7631,0.9823,0.9425,0.9874
FUS,A_warm,6,18,0.7,0.7619,0.762,0.9784,0.9403,0.9906
FUS,A_warm,6,20,0.7,0.7585,0.7595,0.9744,0.9373,0.9923
FUS,A_warm,6,22,0.7,0.756,0.7565,0.971,0.933,0.9932
FUS,A_warm,6,24,0.7,0.7539,0.7542,0.9678,0.9297,0.994
FUS,A_warm,6,26,0.7,0.7522,0.7517,0.9648,0.9261,0.9945
FUS,A_warm,6,28,0.7,0.7499,0.7502,0.9619,0.924,0.9947
FUS,A_warm,6,30,0.7,0.7492,0.7488,0.9603,0.9218,0.9951
FUS,A_warm,6,32,0.7,0.7477,0.7474,0.9584,0.9199,0.9953
FUS,A_warm,6,34,0.7,0.7463,0.7457,0.956,0.9169,0.996
FUS,A_warm,6,36,0.7,0.7458,0.7458,0.9551,0.9164,0.9961
FUS,A_warm,6,38,0.7,0.7451,0.7453,0.9537,0.9152,0.9963
FUS,A_warm,6,40,0.7,0.7442,0.7442,0.9526,0.9142,0.9967
FUS,A_warm,6,42,0.7,0.7443,0.7446,0.9529,0.9147,0.9974
FUS,A_warm,6,44,0.7,0.7437,0.7437,0.9524,0.9138,0.9974
FUS,A_warm,6,46,0.7,0.7435,0.7432,0.9521,0.9133,0.9974
FUS,A_warm,6,48,0.7,0.743,0.7428,0.9516,0.9128,0.9975
FUS,A_warm,6,50,0.7,0.7421,0.7424,0.9506,0.9122,0.9975
FUS,A_warm,6,1,0.8,0.8968,0.9009,1.172,1.1086,0.5819
FUS,A_warm,6,2,0.8,0.8726,0.8728,1.1306,1.0805,0.769
FUS,A_warm,6,4,0.8,0.834,0.8388,1.0782,1.0398,0.8946
FUS,A_warm,6,6,0.8,0.8123,0.8138,1.0491,1.007,0.9362
FUS,A_warm,6,8,0.8,0.7986,0.799,1.0304,0.9888,0.9593
FUS,A_warm,6,10,0.8,0.7899,0.7893,1.0148,0.9726,0.9707
FUS,A_warm,6,12,0.8,0.7811,0.7805,1.0031,0.9626,0.9775
FUS,A_warm,6,14,0.8,0.7761,0.7755,0.9981,0.9572,0.9828
FUS,A_warm,6,16,0.8,0.7715,0.7717,0.9918,0.9525,0.9864
FUS,A_warm,6,18,0.8,0.7685,0.7694,0.9877,0.9484,0.9896
FUS,A_warm,6,20,0.8,0.7648,0.7659,0.9834,0.9445,0.9911
FUS,A_warm,6,22,0.8,0.7615,0.7621,0.9791,0.9399,0.9918
FUS,A_warm,6,24,0.8,0.7597,0.7599,0.9771,0.937,0.9928
FUS,A_warm,6,26,0.8,0.7582,0.7588,0.9742,0.9346,0.9938
FUS,A_warm,6,28,0.8,0.757,0.7573,0.9717,0.932,0.9941
FUS,A_warm,6,30,0.8,0.755,0.7554,0.9689,0.93,0.9941
FUS,A_warm,6,32,0.8,0.7539,0.7549,0.967,0.9286,0.9947
FUS,A_warm,6,34,0.8,0.7536,0.7539,0.9662,0.9273,0.995
FUS,A_warm,6,36,0.8,0.752,0.7528,0.9631,0.9247,0.9952
FUS,A_warm,6,38,0.8,0.7513,0.7523,0.9611,0.9231,0.9956
FUS,A_warm,6,40,0.8,0.7506,0.7525,0.9609,0.9235,0.9958
FUS,A_warm,6,42,0.8,0.7508,0.7528,0.961,0.9235,0.9961
FUS,A_warm,6,44,0.8,0.7494,0.7511,0.9596,0.9217,0.9961
FUS,A_warm,6,46,0.8,0.7487,0.7506,0.9586,0.921,0.9961
FUS,A_warm,6,48,0.8,0.7489,0.7512,0.9588,0.9216,0.9963
FUS,A_warm,6,50,0.8,0.7482,0.7501,0.9574,0.9198,0.9966
FUS,A_warm,6,1,0.9,0.8956,0.9037,1.168,1.1091,0.579
FUS,A_warm,6,2,0.9,0.8714,0.8739,1.1245,1.0756,0.7585
FUS,A_warm,6,4,0.9,0.8345,0.8392,1.0737,1.0344,0.8908
FUS,A_warm,6,6,0.9,0.8144,0.8192,1.0466,1.0107,0.933
FUS,A_warm,6,8,0.9,0.7979,0.8004,1.0259,0.9885,0.954
FUS,A_warm,6,10,0.9,0.7873,0.7895,1.0101,0.9724,0.9658
FUS,A_warm,6,12,0.9,0.7807,0.7836,1.0006,0.9647,0.9723
FUS,A_warm,6,14,0.9,0.7739,0.7769,0.9943,0.9572,0.9773
FUS,A_warm,6,16,0.9,0.7707,0.7747,0.9906,0.9553,0.9828
FUS,A_warm,6,18,0.9,0.7658,0.7698,0.9839,0.9493,0.9851
FUS,A_warm,6,20,0.9,0.7641,0.7678,0.9811,0.9463,0.9865
FUS,A_warm,6,22,0.9,0.7623,0.7652,0.9795,0.9439,0.9878
FUS,A_warm,6,24,0.9,0.7598,0.7634,0.9759,0.9407,0.9889
FUS,A_warm,6,26,0.9,0.759,0.7619,0.9746,0.9385,0.9902
FUS,A_warm,6,28,0.9,0.7564,0.7592,0.9706,0.9347,0.9903
FUS,A_warm,6,30,0.9,0.7554,0.7581,0.9684,0.9324,0.9906
FUS,A_warm,6,32,0.9,0.7543,0.7569,0.9669,0.9307,0.9908
FUS,A_warm,6,34,0.9,0.7535,0.7561,0.9661,0.9295,0.9911
FUS,A_warm,6,36,0.9,0.7534,0.7568,0.9645,0.9288,0.9916
FUS,A_warm,6,38,0.9,0.7529,0.7568,0.9637,0.9286,0.9917
FUS,A_warm,6,40,0.9,0.7525,0.7566,0.9638,0.928,0.9924
FUS,A_warm,6,42,0.9,0.7519,0.7558,0.9633,0.9274,0.9927
FUS,A_warm,6,44,0.9,0.7511,0.7552,0.9626,0.9266,0.9927
FUS,A_warm,6,46,0.9,0.751,0.7549,0.9623,0.9262,0.9927
FUS,A_warm,6,48,0.9,0.751,0.7551,0.9622,0.9261,0.9929
FUS,A_warm,6,50,0.9,0.751,0.7551,0.9616,0.9257,0.9935
FUS,A_warm,7,1,0.0,0.8883,0.9069,1.1664,1.1171,0.599
FUS,A_warm,7,2,0.0,0.8646,0.8675,1.1252,1.079,0.7884
FUS,A_warm,7,4,0.0,0.8352,0.8384,1.0833,1.0458,0.914
FUS,A_warm,7,6,0.0,0.808,0.8105,1.0446,1.0095,0.952
FUS,A_warm,7,8,0.0,0.7932,0.7935,1.023,0.9861,0.9707
FUS,A_warm,7,10,0.0,0.7847,0.7884,1.0109,0.9788,0.9806
FUS,A_warm,7,12,0.0,0.7766,0.7815,1.0,0.9693,0.9875
FUS,A_warm,7,14,0.0,0.7722,0.7785,0.9937,0.9642,0.9912
FUS,A_warm,7,16,0.0,0.7688,0.7747,0.9894,0.9599,0.9935
FUS,A_warm,7,18,0.0,0.7665,0.7722,0.9847,0.9554,0.9955
FUS,A_warm,7,20,0.0,0.7637,0.7708,0.9806,0.953,0.9969
FUS,A_warm,7,22,0.0,0.7603,0.7681,0.9754,0.9488,0.9974
