system,protocol,fold,k,alpha,MAE_data,MAE_users,RMSE,RMSE_users,CR
FUS,A_warm,8,4,0.7,0.8041,0.8076,1.0507,1.0134,0.8969
FUS,A_warm,8,6,0.7,0.7813,0.7824,1.0196,0.9795,0.9411
FUS,A_warm,8,8,0.7,0.7708,0.7739,1.0046,0.9672,0.962
FUS,A_warm,8,10,0.7,0.7638,0.7683,0.9915,0.9553,0.9727
FUS,A_warm,8,15,0.7,0.752,0.7568,0.9704,0.9353,0.9864
FUS,A_warm,8,20,0.7,0.7424,0.747,0.9577,0.9223,0.9903
FUS,A_warm,8,30,0.7,0.736,0.7409,0.9468,0.9118,0.9948
FUS,A_warm,8,50,0.7,0.7283,0.7326,0.9371,0.9001,0.9969
FUS,A_warm,8,1,0.8,0.8517,0.8664,1.1226,1.0709,0.5718
FUS,A_warm,8,2,0.8,0.8234,0.8326,1.0813,1.0437,0.7648
FUS,A_warm,8,4,0.8,0.8006,0.8081,1.0459,1.0099,0.896
FUS,A_warm,8,6,0.8,0.789,0.7954,1.0258,0.9927,0.9408
FUS,A_warm,8,8,0.8,0.7789,0.7841,1.0108,0.9768,0.9608
FUS,A_warm,8,10,0.8,0.7735,0.7777,0.9997,0.9653,0.9739
FUS,A_warm,8,15,0.8,0.7576,0.7638,0.9753,0.943,0.9872
FUS,A_warm,8,20,0.8,0.7494,0.7538,0.9637,0.9289,0.9916
FUS,A_warm,8,30,0.8,0.74,0.7447,0.9519,0.918,0.9955
FUS,A_warm,8,50,0.8,0.7311,0.7346,0.941,0.9042,0.9963
FUS,A_warm,8,1,0.9,0.8549,0.878,1.1266,1.0847,0.5696
FUS,A_warm,8,2,0.9,0.8299,0.838,1.0878,1.0474,0.765
FUS,A_warm,8,4,0.9,0.8037,0.8094,1.052,1.0138,0.8971
FUS,A_warm,8,6,0.9,0.7937,0.7947,1.0327,0.9932,0.9387
FUS,A_warm,8,8,0.9,0.7836,0.7844,1.0172,0.9777,0.9601
FUS,A_warm,8,10,0.9,0.7738,0.7778,1.003,0.9679,0.9708
FUS,A_warm,8,15,0.9,0.7593,0.763,0.979,0.9438,0.984
FUS,A_warm,8,20,0.9,0.7491,0.7527,0.9659,0.9303,0.9896
FUS,A_warm,8,30,0.9,0.7413,0.7454,0.9554,0.9195,0.9928
FUS,A_warm,8,50,0.9,0.7342,0.7385,0.9457,0.9098,0.9945
FUS,A_warm,9,1,0.0,0.8598,0.8847,1.149,1.1011,0.5886
FUS,A_warm,9,2,0.0,0.8483,0.8607,1.1128,1.0737,0.7804
FUS,A_warm,9,4,0.0,0.8128,0.8258,1.0549,1.0286,0.8989
FUS,A_warm,9,6,0.0,0.7872,0.8018,1.0231,1.0023,0.9423
FUS,A_warm,9,8,0.0,0.7776,0.7945,1.0061,0.9866,0.9635
FUS,A_warm,9,10,0.0,0.7695,0.7869,0.992,0.9752,0.9772
FUS,A_warm,9,15,0.0,0.7569,0.7716,0.9758,0.9563,0.9894
FUS,A_warm,9,20,0.0,0.7488,0.7665,0.9639,0.9493,0.9935
FUS,A_warm,9,30,0.0,0.74,0.7599,0.9509,0.9388,0.9981
FUS,A_warm,9,50,0.0,0.7337,0.7533,0.9387,0.9267,1.0
FUS,A_warm,9,1,0.7,0.868,0.8874,1.1588,1.1052,0.5686
FUS,A_warm,9,2,0.7,0.8536,0.8696,1.1197,1.085,0.7573
FUS,A_warm,9,4,0.7,0.8179,0.831,1.0633,1.0361,0.8849
FUS,A_warm,9,6,0.7,0.8016,0.8152,1.0396,1.0143,0.935
FUS,A_warm,9,8,0.7,0.7868,0.8024,1.0176,0.9961,0.9558
FUS,A_warm,9,10,0.7,0.7764,0.7919,1.0028,0.9816,0.9687
FUS,A_warm,9,15,0.7,0.7644,0.7785,0.9845,0.9638,0.9811
FUS,A_warm,9,20,0.7,0.7574,0.7727,0.9745,0.9566,0.9878
FUS,A_warm,9,30,0.7,0.7467,0.764,0.9596,0.9439,0.9941
FUS,A_warm,9,50,0.7,0.739,0.7569,0.9464,0.9323,0.996
FUS,A_warm,9,1,0.8,0.8744,0.8877,1.1571,1.0995,0.5652
FUS,A_warm,9,2,0.8,0.8562,0.8729,1.1177,1.0857,0.7519
FUS,A_warm,9,4,0.8,0.8149,0.8284,1.0595,1.0336,0.8853
FUS,A_warm,9,6,0.8,0.7957,0.8073,1.0307,1.0047,0.9313
FUS,A_warm,9,8,0.8,0.7899,0.8041,1.0198,0.9986,0.9559
FUS,A_warm,9,10,0.8,0.7803,0.7963,1.0061,0.9863,0.9674
FUS,A_warm,9,15,0.8,0.7704,0.7843,0.9887,0.9695,0.9816
FUS,A_warm,9,20,0.8,0.7618,0.7769,0.9777,0.961,0.9884
FUS,A_warm,9,30,0.8,0.7494,0.7658,0.9619,0.9464,0.9924
FUS,A_warm,9,50,0.8,0.7417,0.759,0.9495,0.9344,0.9952
FUS,A_warm,9,1,0.9,0.8643,0.8785,1.1393,1.0853,0.5618
FUS,A_warm,9,2,0.9,0.846,0.8633,1.1038,1.0733,0.7481
FUS,A_warm,9,4,0.9,0.8087,0.8245,1.0488,1.0258,0.8819
FUS,A_warm,9,6,0.9,0.7943,0.809,1.0299,1.0083,0.9314
FUS,A_warm,9,8,0.9,0.7825,0.7972,1.0107,0.9923,0.9535
FUS,A_warm,9,10,0.9,0.776,0.7909,0.9987,0.9811,0.967
FUS,A_warm,9,15,0.9,0.7645,0.7804,0.981,0.9657,0.9785
FUS,A_warm,9,20,0.9,0.7579,0.7734,0.9693,0.9559,0.9848
FUS,A_warm,9,30,0.9,0.7502,0.7686,0.9599,0.9479,0.9898
FUS,A_warm,9,50,0.9,0.7457,0.7644,0.9539,0.9412,0.9921
